question,answer
"What is invoice with values invoice_id: 63, customer_id: 47, invoice_date: 2021-10-07 00:00:00, billing_address: Via Degli Scipioni, 43, billing_city: Rome, billing_state: RM, billing_country: Italy, billing_postal_code: 00192, total: 1.98?","invoice details are invoice_id: 63, customer_id: 47, invoice_date: 2021-10-07 00:00:00, billing_address: Via Degli Scipioni, 43, billing_city: Rome, billing_state: RM, billing_country: Italy, billing_postal_code: 00192, total: 1.98."
"What is invoice with values invoice_id: 64, customer_id: 49, invoice_date: 2021-10-07 00:00:00, billing_address: Ordynacka 10, billing_city: Warsaw, billing_state: None, billing_country: Poland, billing_postal_code: 00-358, total: 1.98?","invoice details are invoice_id: 64, customer_id: 49, invoice_date: 2021-10-07 00:00:00, billing_address: Ordynacka 10, billing_city: Warsaw, billing_state: None, billing_country: Poland, billing_postal_code: 00-358, total: 1.98."
"What is invoice with values invoice_id: 65, customer_id: 51, invoice_date: 2021-10-08 00:00:00, billing_address: Celsiusg. 9, billing_city: Stockholm, billing_state: None, billing_country: Sweden, billing_postal_code: 11230, total: 3.96?","invoice details are invoice_id: 65, customer_id: 51, invoice_date: 2021-10-08 00:00:00, billing_address: Celsiusg. 9, billing_city: Stockholm, billing_state: None, billing_country: Sweden, billing_postal_code: 11230, total: 3.96."
"What is invoice with values invoice_id: 66, customer_id: 55, invoice_date: 2021-10-09 00:00:00, billing_address: 421 Bourke Street, billing_city: Sidney, billing_state: NSW, billing_country: Australia, billing_postal_code: 2010, total: 5.94?","invoice details are invoice_id: 66, customer_id: 55, invoice_date: 2021-10-09 00:00:00, billing_address: 421 Bourke Street, billing_city: Sidney, billing_state: NSW, billing_country: Australia, billing_postal_code: 2010, total: 5.94."
"What is invoice with values invoice_id: 67, customer_id: 2, invoice_date: 2021-10-12 00:00:00, billing_address: Theodor-Heuss-Straße 34, billing_city: Stuttgart, billing_state: None, billing_country: Germany, billing_postal_code: 70174, total: 8.91?","invoice details are invoice_id: 67, customer_id: 2, invoice_date: 2021-10-12 00:00:00, billing_address: Theodor-Heuss-Straße 34, billing_city: Stuttgart, billing_state: None, billing_country: Germany, billing_postal_code: 70174, total: 8.91."
"What is invoice with values invoice_id: 68, customer_id: 11, invoice_date: 2021-10-17 00:00:00, billing_address: Av. Paulista, 2022, billing_city: São Paulo, billing_state: SP, billing_country: Brazil, billing_postal_code: 01310-200, total: 13.86?","invoice details are invoice_id: 68, customer_id: 11, invoice_date: 2021-10-17 00:00:00, billing_address: Av. Paulista, 2022, billing_city: São Paulo, billing_state: SP, billing_country: Brazil, billing_postal_code: 01310-200, total: 13.86."
"What is invoice with values invoice_id: 69, customer_id: 25, invoice_date: 2021-10-25 00:00:00, billing_address: 319 N. Frances Street, billing_city: Madison, billing_state: WI, billing_country: USA, billing_postal_code: 53703, total: 0.99?","invoice details are invoice_id: 69, customer_id: 25, invoice_date: 2021-10-25 00:00:00, billing_address: 319 N. Frances Street, billing_city: Madison, billing_state: WI, billing_country: USA, billing_postal_code: 53703, total: 0.99."
"What is invoice with values invoice_id: 70, customer_id: 26, invoice_date: 2021-11-07 00:00:00, billing_address: 2211 W Berry Street, billing_city: Fort Worth, billing_state: TX, billing_country: USA, billing_postal_code: 76110, total: 1.98?","invoice details are invoice_id: 70, customer_id: 26, invoice_date: 2021-11-07 00:00:00, billing_address: 2211 W Berry Street, billing_city: Fort Worth, billing_state: TX, billing_country: USA, billing_postal_code: 76110, total: 1.98."
"What is invoice with values invoice_id: 71, customer_id: 28, invoice_date: 2021-11-07 00:00:00, billing_address: 302 S 700 E, billing_city: Salt Lake City, billing_state: UT, billing_country: USA, billing_postal_code: 84102, total: 1.98?","invoice details are invoice_id: 71, customer_id: 28, invoice_date: 2021-11-07 00:00:00, billing_address: 302 S 700 E, billing_city: Salt Lake City, billing_state: UT, billing_country: USA, billing_postal_code: 84102, total: 1.98."
"What is invoice with values invoice_id: 72, customer_id: 30, invoice_date: 2021-11-08 00:00:00, billing_address: 230 Elgin Street, billing_city: Ottawa, billing_state: ON, billing_country: Canada, billing_postal_code: K2P 1L7, total: 3.96?","invoice details are invoice_id: 72, customer_id: 30, invoice_date: 2021-11-08 00:00:00, billing_address: 230 Elgin Street, billing_city: Ottawa, billing_state: ON, billing_country: Canada, billing_postal_code: K2P 1L7, total: 3.96."
"What is invoice with values invoice_id: 73, customer_id: 34, invoice_date: 2021-11-09 00:00:00, billing_address: Rua da Assunção 53, billing_city: Lisbon, billing_state: None, billing_country: Portugal, billing_postal_code: None, total: 5.94?","invoice details are invoice_id: 73, customer_id: 34, invoice_date: 2021-11-09 00:00:00, billing_address: Rua da Assunção 53, billing_city: Lisbon, billing_state: None, billing_country: Portugal, billing_postal_code: None, total: 5.94."
"What is invoice with values invoice_id: 74, customer_id: 40, invoice_date: 2021-11-12 00:00:00, billing_address: 8, Rue Hanovre, billing_city: Paris, billing_state: None, billing_country: France, billing_postal_code: 75002, total: 8.91?","invoice details are invoice_id: 74, customer_id: 40, invoice_date: 2021-11-12 00:00:00, billing_address: 8, Rue Hanovre, billing_city: Paris, billing_state: None, billing_country: France, billing_postal_code: 75002, total: 8.91."
"What is invoice with values invoice_id: 75, customer_id: 49, invoice_date: 2021-11-17 00:00:00, billing_address: Ordynacka 10, billing_city: Warsaw, billing_state: None, billing_country: Poland, billing_postal_code: 00-358, total: 13.86?","invoice details are invoice_id: 75, customer_id: 49, invoice_date: 2021-11-17 00:00:00, billing_address: Ordynacka 10, billing_city: Warsaw, billing_state: None, billing_country: Poland, billing_postal_code: 00-358, total: 13.86."
"What is invoice with values invoice_id: 76, customer_id: 4, invoice_date: 2021-11-25 00:00:00, billing_address: Ullevålsveien 14, billing_city: Oslo, billing_state: None, billing_country: Norway, billing_postal_code: 0171, total: 0.99?","invoice details are invoice_id: 76, customer_id: 4, invoice_date: 2021-11-25 00:00:00, billing_address: Ullevålsveien 14, billing_city: Oslo, billing_state: None, billing_country: Norway, billing_postal_code: 0171, total: 0.99."
"What is invoice with values invoice_id: 77, customer_id: 5, invoice_date: 2021-12-08 00:00:00, billing_address: Klanova 9/506, billing_city: Prague, billing_state: None, billing_country: Czech Republic, billing_postal_code: 14700, total: 1.98?","invoice details are invoice_id: 77, customer_id: 5, invoice_date: 2021-12-08 00:00:00, billing_address: Klanova 9/506, billing_city: Prague, billing_state: None, billing_country: Czech Republic, billing_postal_code: 14700, total: 1.98."
"What is invoice with values invoice_id: 78, customer_id: 7, invoice_date: 2021-12-08 00:00:00, billing_address: Rotenturmstraße 4, 1010 Innere Stadt, billing_city: Vienne, billing_state: None, billing_country: Austria, billing_postal_code: 1010, total: 1.98?","invoice details are invoice_id: 78, customer_id: 7, invoice_date: 2021-12-08 00:00:00, billing_address: Rotenturmstraße 4, 1010 Innere Stadt, billing_city: Vienne, billing_state: None, billing_country: Austria, billing_postal_code: 1010, total: 1.98."
"What is invoice with values invoice_id: 79, customer_id: 9, invoice_date: 2021-12-09 00:00:00, billing_address: Sønder Boulevard 51, billing_city: Copenhagen, billing_state: None, billing_country: Denmark, billing_postal_code: 1720, total: 3.96?","invoice details are invoice_id: 79, customer_id: 9, invoice_date: 2021-12-09 00:00:00, billing_address: Sønder Boulevard 51, billing_city: Copenhagen, billing_state: None, billing_country: Denmark, billing_postal_code: 1720, total: 3.96."
"What is invoice with values invoice_id: 80, customer_id: 13, invoice_date: 2021-12-10 00:00:00, billing_address: Qe 7 Bloco G, billing_city: Brasília, billing_state: DF, billing_country: Brazil, billing_postal_code: 71020-677, total: 5.94?","invoice details are invoice_id: 80, customer_id: 13, invoice_date: 2021-12-10 00:00:00, billing_address: Qe 7 Bloco G, billing_city: Brasília, billing_state: DF, billing_country: Brazil, billing_postal_code: 71020-677, total: 5.94."
"What is invoice with values invoice_id: 81, customer_id: 19, invoice_date: 2021-12-13 00:00:00, billing_address: 1 Infinite Loop, billing_city: Cupertino, billing_state: CA, billing_country: USA, billing_postal_code: 95014, total: 8.91?","invoice details are invoice_id: 81, customer_id: 19, invoice_date: 2021-12-13 00:00:00, billing_address: 1 Infinite Loop, billing_city: Cupertino, billing_state: CA, billing_country: USA, billing_postal_code: 95014, total: 8.91."
"What is invoice with values invoice_id: 82, customer_id: 28, invoice_date: 2021-12-18 00:00:00, billing_address: 302 S 700 E, billing_city: Salt Lake City, billing_state: UT, billing_country: USA, billing_postal_code: 84102, total: 13.86?","invoice details are invoice_id: 82, customer_id: 28, invoice_date: 2021-12-18 00:00:00, billing_address: 302 S 700 E, billing_city: Salt Lake City, billing_state: UT, billing_country: USA, billing_postal_code: 84102, total: 13.86."
"What is invoice with values invoice_id: 83, customer_id: 42, invoice_date: 2021-12-26 00:00:00, billing_address: 9, Place Louis Barthou, billing_city: Bordeaux, billing_state: None, billing_country: France, billing_postal_code: 33000, total: 0.99?","invoice details are invoice_id: 83, customer_id: 42, invoice_date: 2021-12-26 00:00:00, billing_address: 9, Place Louis Barthou, billing_city: Bordeaux, billing_state: None, billing_country: France, billing_postal_code: 33000, total: 0.99."
"What is invoice with values invoice_id: 84, customer_id: 43, invoice_date: 2022-01-08 00:00:00, billing_address: 68, Rue Jouvence, billing_city: Dijon, billing_state: None, billing_country: France, billing_postal_code: 21000, total: 1.98?","invoice details are invoice_id: 84, customer_id: 43, invoice_date: 2022-01-08 00:00:00, billing_address: 68, Rue Jouvence, billing_city: Dijon, billing_state: None, billing_country: France, billing_postal_code: 21000, total: 1.98."
"What is invoice with values invoice_id: 85, customer_id: 45, invoice_date: 2022-01-08 00:00:00, billing_address: Erzsébet krt. 58., billing_city: Budapest, billing_state: None, billing_country: Hungary, billing_postal_code: H-1073, total: 1.98?","invoice details are invoice_id: 85, customer_id: 45, invoice_date: 2022-01-08 00:00:00, billing_address: Erzsébet krt. 58., billing_city: Budapest, billing_state: None, billing_country: Hungary, billing_postal_code: H-1073, total: 1.98."
"What is invoice with values invoice_id: 86, customer_id: 47, invoice_date: 2022-01-09 00:00:00, billing_address: Via Degli Scipioni, 43, billing_city: Rome, billing_state: RM, billing_country: Italy, billing_postal_code: 00192, total: 3.96?","invoice details are invoice_id: 86, customer_id: 47, invoice_date: 2022-01-09 00:00:00, billing_address: Via Degli Scipioni, 43, billing_city: Rome, billing_state: RM, billing_country: Italy, billing_postal_code: 00192, total: 3.96."
"What is invoice with values invoice_id: 87, customer_id: 51, invoice_date: 2022-01-10 00:00:00, billing_address: Celsiusg. 9, billing_city: Stockholm, billing_state: None, billing_country: Sweden, billing_postal_code: 11230, total: 6.94?","invoice details are invoice_id: 87, customer_id: 51, invoice_date: 2022-01-10 00:00:00, billing_address: Celsiusg. 9, billing_city: Stockholm, billing_state: None, billing_country: Sweden, billing_postal_code: 11230, total: 6.94."
"What is invoice with values invoice_id: 88, customer_id: 57, invoice_date: 2022-01-13 00:00:00, billing_address: Calle Lira, 198, billing_city: Santiago, billing_state: None, billing_country: Chile, billing_postal_code: None, total: 17.91?","invoice details are invoice_id: 88, customer_id: 57, invoice_date: 2022-01-13 00:00:00, billing_address: Calle Lira, 198, billing_city: Santiago, billing_state: None, billing_country: Chile, billing_postal_code: None, total: 17.91."
"What is invoice with values invoice_id: 89, customer_id: 7, invoice_date: 2022-01-18 00:00:00, billing_address: Rotenturmstraße 4, 1010 Innere Stadt, billing_city: Vienne, billing_state: None, billing_country: Austria, billing_postal_code: 1010, total: 18.86?","invoice details are invoice_id: 89, customer_id: 7, invoice_date: 2022-01-18 00:00:00, billing_address: Rotenturmstraße 4, 1010 Innere Stadt, billing_city: Vienne, billing_state: None, billing_country: Austria, billing_postal_code: 1010, total: 18.86."
"What is invoice with values invoice_id: 90, customer_id: 21, invoice_date: 2022-01-26 00:00:00, billing_address: 801 W 4th Street, billing_city: Reno, billing_state: NV, billing_country: USA, billing_postal_code: 89503, total: 0.99?","invoice details are invoice_id: 90, customer_id: 21, invoice_date: 2022-01-26 00:00:00, billing_address: 801 W 4th Street, billing_city: Reno, billing_state: NV, billing_country: USA, billing_postal_code: 89503, total: 0.99."
"What is invoice with values invoice_id: 91, customer_id: 22, invoice_date: 2022-02-08 00:00:00, billing_address: 120 S Orange Ave, billing_city: Orlando, billing_state: FL, billing_country: USA, billing_postal_code: 32801, total: 1.98?","invoice details are invoice_id: 91, customer_id: 22, invoice_date: 2022-02-08 00:00:00, billing_address: 120 S Orange Ave, billing_city: Orlando, billing_state: FL, billing_country: USA, billing_postal_code: 32801, total: 1.98."
"What is invoice with values invoice_id: 92, customer_id: 24, invoice_date: 2022-02-08 00:00:00, billing_address: 162 E Superior Street, billing_city: Chicago, billing_state: IL, billing_country: USA, billing_postal_code: 60611, total: 1.98?","invoice details are invoice_id: 92, customer_id: 24, invoice_date: 2022-02-08 00:00:00, billing_address: 162 E Superior Street, billing_city: Chicago, billing_state: IL, billing_country: USA, billing_postal_code: 60611, total: 1.98."
"What is invoice with values invoice_id: 93, customer_id: 26, invoice_date: 2022-02-09 00:00:00, billing_address: 2211 W Berry Street, billing_city: Fort Worth, billing_state: TX, billing_country: USA, billing_postal_code: 76110, total: 3.96?","invoice details are invoice_id: 93, customer_id: 26, invoice_date: 2022-02-09 00:00:00, billing_address: 2211 W Berry Street, billing_city: Fort Worth, billing_state: TX, billing_country: USA, billing_postal_code: 76110, total: 3.96."
"What is invoice with values invoice_id: 94, customer_id: 30, invoice_date: 2022-02-10 00:00:00, billing_address: 230 Elgin Street, billing_city: Ottawa, billing_state: ON, billing_country: Canada, billing_postal_code: K2P 1L7, total: 5.94?","invoice details are invoice_id: 94, customer_id: 30, invoice_date: 2022-02-10 00:00:00, billing_address: 230 Elgin Street, billing_city: Ottawa, billing_state: ON, billing_country: Canada, billing_postal_code: K2P 1L7, total: 5.94."
"What is invoice with values invoice_id: 95, customer_id: 36, invoice_date: 2022-02-13 00:00:00, billing_address: Tauentzienstraße 8, billing_city: Berlin, billing_state: None, billing_country: Germany, billing_postal_code: 10789, total: 8.91?","invoice details are invoice_id: 95, customer_id: 36, invoice_date: 2022-02-13 00:00:00, billing_address: Tauentzienstraße 8, billing_city: Berlin, billing_state: None, billing_country: Germany, billing_postal_code: 10789, total: 8.91."
"What is invoice with values invoice_id: 96, customer_id: 45, invoice_date: 2022-02-18 00:00:00, billing_address: Erzsébet krt. 58., billing_city: Budapest, billing_state: None, billing_country: Hungary, billing_postal_code: H-1073, total: 21.86?","invoice details are invoice_id: 96, customer_id: 45, invoice_date: 2022-02-18 00:00:00, billing_address: Erzsébet krt. 58., billing_city: Budapest, billing_state: None, billing_country: Hungary, billing_postal_code: H-1073, total: 21.86."
"What is invoice with values invoice_id: 97, customer_id: 59, invoice_date: 2022-02-26 00:00:00, billing_address: 3,Raj Bhavan Road, billing_city: Bangalore, billing_state: None, billing_country: India, billing_postal_code: 560001, total: 1.99?","invoice details are invoice_id: 97, customer_id: 59, invoice_date: 2022-02-26 00:00:00, billing_address: 3,Raj Bhavan Road, billing_city: Bangalore, billing_state: None, billing_country: India, billing_postal_code: 560001, total: 1.99."
"What is invoice with values invoice_id: 98, customer_id: 1, invoice_date: 2022-03-11 00:00:00, billing_address: Av. Brigadeiro Faria Lima, 2170, billing_city: São José dos Campos, billing_state: SP, billing_country: Brazil, billing_postal_code: 12227-000, total: 3.98?","invoice details are invoice_id: 98, customer_id: 1, invoice_date: 2022-03-11 00:00:00, billing_address: Av. Brigadeiro Faria Lima, 2170, billing_city: São José dos Campos, billing_state: SP, billing_country: Brazil, billing_postal_code: 12227-000, total: 3.98."
"What is invoice with values invoice_id: 99, customer_id: 3, invoice_date: 2022-03-11 00:00:00, billing_address: 1498 rue Bélanger, billing_city: Montréal, billing_state: QC, billing_country: Canada, billing_postal_code: H2G 1A7, total: 3.98?","invoice details are invoice_id: 99, customer_id: 3, invoice_date: 2022-03-11 00:00:00, billing_address: 1498 rue Bélanger, billing_city: Montréal, billing_state: QC, billing_country: Canada, billing_postal_code: H2G 1A7, total: 3.98."
"What is invoice with values invoice_id: 100, customer_id: 5, invoice_date: 2022-03-12 00:00:00, billing_address: Klanova 9/506, billing_city: Prague, billing_state: None, billing_country: Czech Republic, billing_postal_code: 14700, total: 3.96?","invoice details are invoice_id: 100, customer_id: 5, invoice_date: 2022-03-12 00:00:00, billing_address: Klanova 9/506, billing_city: Prague, billing_state: None, billing_country: Czech Republic, billing_postal_code: 14700, total: 3.96."
"What is invoice_line with values invoice_line_id: 1.0, invoice_id: 1.0, track_id: 2.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 1.0, invoice_id: 1.0, track_id: 2.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 2.0, invoice_id: 1.0, track_id: 4.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 2.0, invoice_id: 1.0, track_id: 4.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 3.0, invoice_id: 2.0, track_id: 6.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 3.0, invoice_id: 2.0, track_id: 6.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 4.0, invoice_id: 2.0, track_id: 8.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 4.0, invoice_id: 2.0, track_id: 8.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 5.0, invoice_id: 2.0, track_id: 10.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 5.0, invoice_id: 2.0, track_id: 10.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 6.0, invoice_id: 2.0, track_id: 12.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 6.0, invoice_id: 2.0, track_id: 12.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 7.0, invoice_id: 3.0, track_id: 16.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 7.0, invoice_id: 3.0, track_id: 16.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 8.0, invoice_id: 3.0, track_id: 20.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 8.0, invoice_id: 3.0, track_id: 20.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 9.0, invoice_id: 3.0, track_id: 24.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 9.0, invoice_id: 3.0, track_id: 24.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 10.0, invoice_id: 3.0, track_id: 28.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 10.0, invoice_id: 3.0, track_id: 28.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 11.0, invoice_id: 3.0, track_id: 32.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 11.0, invoice_id: 3.0, track_id: 32.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 12.0, invoice_id: 3.0, track_id: 36.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 12.0, invoice_id: 3.0, track_id: 36.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 13.0, invoice_id: 4.0, track_id: 42.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 13.0, invoice_id: 4.0, track_id: 42.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 14.0, invoice_id: 4.0, track_id: 48.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 14.0, invoice_id: 4.0, track_id: 48.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 15.0, invoice_id: 4.0, track_id: 54.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 15.0, invoice_id: 4.0, track_id: 54.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 16.0, invoice_id: 4.0, track_id: 60.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 16.0, invoice_id: 4.0, track_id: 60.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 17.0, invoice_id: 4.0, track_id: 66.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 17.0, invoice_id: 4.0, track_id: 66.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 18.0, invoice_id: 4.0, track_id: 72.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 18.0, invoice_id: 4.0, track_id: 72.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 19.0, invoice_id: 4.0, track_id: 78.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 19.0, invoice_id: 4.0, track_id: 78.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 20.0, invoice_id: 4.0, track_id: 84.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 20.0, invoice_id: 4.0, track_id: 84.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 21.0, invoice_id: 4.0, track_id: 90.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 21.0, invoice_id: 4.0, track_id: 90.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 22.0, invoice_id: 5.0, track_id: 99.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 22.0, invoice_id: 5.0, track_id: 99.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 23.0, invoice_id: 5.0, track_id: 108.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 23.0, invoice_id: 5.0, track_id: 108.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 24.0, invoice_id: 5.0, track_id: 117.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 24.0, invoice_id: 5.0, track_id: 117.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 25.0, invoice_id: 5.0, track_id: 126.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 25.0, invoice_id: 5.0, track_id: 126.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 26.0, invoice_id: 5.0, track_id: 135.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 26.0, invoice_id: 5.0, track_id: 135.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 27.0, invoice_id: 5.0, track_id: 144.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 27.0, invoice_id: 5.0, track_id: 144.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 28.0, invoice_id: 5.0, track_id: 153.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 28.0, invoice_id: 5.0, track_id: 153.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 29.0, invoice_id: 5.0, track_id: 162.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 29.0, invoice_id: 5.0, track_id: 162.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 30.0, invoice_id: 5.0, track_id: 171.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 30.0, invoice_id: 5.0, track_id: 171.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 31.0, invoice_id: 5.0, track_id: 180.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 31.0, invoice_id: 5.0, track_id: 180.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 32.0, invoice_id: 5.0, track_id: 189.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 32.0, invoice_id: 5.0, track_id: 189.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 33.0, invoice_id: 5.0, track_id: 198.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 33.0, invoice_id: 5.0, track_id: 198.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 34.0, invoice_id: 5.0, track_id: 207.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 34.0, invoice_id: 5.0, track_id: 207.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 35.0, invoice_id: 5.0, track_id: 216.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 35.0, invoice_id: 5.0, track_id: 216.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 36.0, invoice_id: 6.0, track_id: 230.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 36.0, invoice_id: 6.0, track_id: 230.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 37.0, invoice_id: 7.0, track_id: 231.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 37.0, invoice_id: 7.0, track_id: 231.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 38.0, invoice_id: 7.0, track_id: 232.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 38.0, invoice_id: 7.0, track_id: 232.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 39.0, invoice_id: 8.0, track_id: 234.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 39.0, invoice_id: 8.0, track_id: 234.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 40.0, invoice_id: 8.0, track_id: 236.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 40.0, invoice_id: 8.0, track_id: 236.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 41.0, invoice_id: 9.0, track_id: 238.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 41.0, invoice_id: 9.0, track_id: 238.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 42.0, invoice_id: 9.0, track_id: 240.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 42.0, invoice_id: 9.0, track_id: 240.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 43.0, invoice_id: 9.0, track_id: 242.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 43.0, invoice_id: 9.0, track_id: 242.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 44.0, invoice_id: 9.0, track_id: 244.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 44.0, invoice_id: 9.0, track_id: 244.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 45.0, invoice_id: 10.0, track_id: 248.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 45.0, invoice_id: 10.0, track_id: 248.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 46.0, invoice_id: 10.0, track_id: 252.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 46.0, invoice_id: 10.0, track_id: 252.0, unit_price: 0.99, quantity: 1.0."
"What is invoice_line with values invoice_line_id: 47.0, invoice_id: 10.0, track_id: 256.0, unit_price: 0.99, quantity: 1.0?","invoice_line details are invoice_line_id: 47.0, invoice_id: 10.0, track_id: 256.0, unit_price: 0.99, quantity: 1.0."
